Timestamp,Total_Cars,Grid_Density
Fri Apr  3 19:40:46 2026,4378,7.0
Fri Apr  3 19:40:46 2026,4385,7.0
Fri Apr  3 19:40:46 2026,4391,6.0
Fri Apr  3 19:40:46 2026,4397,6.0
Fri Apr  3 19:40:47 2026,4404,7.0
Fri Apr  3 19:40:47 2026,4411,7.0
Fri Apr  3 19:40:47 2026,4418,7.0
Fri Apr  3 19:40:47 2026,4423,5.0
Fri Apr  3 19:40:47 2026,4429,6.0
Fri Apr  3 19:40:47 2026,4436,7.0
Fri Apr  3 19:40:47 2026,4442,6.0
Fri Apr  3 19:40:47 2026,4449,7.0
Fri Apr  3 19:40:47 2026,4457,8.0
Fri Apr  3 19:40:48 2026,4464,7.0
Fri Apr  3 19:40:48 2026,4472,8.0
Fri Apr  3 19:40:48 2026,4480,8.0
Fri Apr  3 19:40:48 2026,4488,8.0
Fri Apr  3 19:40:48 2026,4496,8.0
Fri Apr  3 19:40:48 2026,4504,8.0
Fri Apr  3 19:40:48 2026,4512,8.0
Fri Apr  3 19:40:48 2026,4521,9.0
Fri Apr  3 19:40:48 2026,4530,9.0
Fri Apr  3 19:40:49 2026,4539,9.0
Fri Apr  3 19:40:49 2026,4547,8.0
Fri Apr  3 19:40:49 2026,4555,8.0
Fri Apr  3 19:40:49 2026,4563,8.0
Fri Apr  3 19:40:49 2026,4571,8.0
Fri Apr  3 19:40:49 2026,4579,8.0
Fri Apr  3 19:40:49 2026,4587,8.0
Fri Apr  3 19:40:49 2026,4595,8.0
Fri Apr  3 19:40:49 2026,4602,7.0
Fri Apr  3 19:40:50 2026,4608,6.0
Fri Apr  3 19:40:50 2026,4615,7.0
Fri Apr  3 19:40:50 2026,4622,7.0
Fri Apr  3 19:40:50 2026,4629,7.0
Fri Apr  3 19:40:50 2026,4636,7.0
Fri Apr  3 19:40:50 2026,4643,7.0
Fri Apr  3 19:40:50 2026,4650,7.0
Fri Apr  3 19:40:50 2026,4657,7.0
Fri Apr  3 19:40:50 2026,4664,7.0
Fri Apr  3 19:40:51 2026,4671,7.0
Fri Apr  3 19:40:51 2026,4678,7.0
Fri Apr  3 19:40:51 2026,4685,7.0
Fri Apr  3 19:40:51 2026,4692,7.0
Fri Apr  3 19:40:51 2026,4699,7.0
Fri Apr  3 19:40:51 2026,4706,7.0
Fri Apr  3 19:40:51 2026,4713,7.0
Fri Apr  3 19:40:51 2026,4720,7.0
Fri Apr  3 19:40:51 2026,4727,7.0
Fri Apr  3 19:40:52 2026,4733,6.0
Fri Apr  3 19:40:52 2026,4741,8.0
Fri Apr  3 19:40:52 2026,4748,7.0
Fri Apr  3 19:40:52 2026,4756,8.0
Fri Apr  3 19:40:52 2026,4763,7.0
Fri Apr  3 19:40:52 2026,4770,7.0
Fri Apr  3 19:40:52 2026,4777,7.0
Fri Apr  3 19:40:52 2026,4784,7.0
Fri Apr  3 19:40:52 2026,4791,7.0
Fri Apr  3 19:40:53 2026,4799,8.0
Fri Apr  3 19:40:53 2026,4807,8.0
Fri Apr  3 19:40:53 2026,4815,8.0
Fri Apr  3 19:40:53 2026,4822,7.0
Fri Apr  3 19:40:53 2026,4829,7.0
Fri Apr  3 19:40:53 2026,4836,7.0
Fri Apr  3 19:40:53 2026,4844,8.0
Fri Apr  3 19:40:53 2026,4851,7.0
Fri Apr  3 19:40:53 2026,4858,7.0
Fri Apr  3 19:40:54 2026,4865,7.0
Fri Apr  3 19:40:54 2026,4871,6.0
Fri Apr  3 19:40:54 2026,4877,6.0
Fri Apr  3 19:40:54 2026,4883,6.0
Fri Apr  3 19:40:54 2026,4889,6.0
Fri Apr  3 19:40:54 2026,4895,6.0
Fri Apr  3 19:40:54 2026,4901,6.0
Fri Apr  3 19:40:54 2026,4907,6.0
Fri Apr  3 19:40:54 2026,4913,6.0
Fri Apr  3 19:40:55 2026,4919,6.0
Fri Apr  3 19:40:55 2026,4925,6.0
Fri Apr  3 19:40:55 2026,4931,6.0
Fri Apr  3 19:40:55 2026,4938,7.0
Fri Apr  3 19:40:55 2026,4945,7.0
Fri Apr  3 19:40:55 2026,4951,6.0
Fri Apr  3 19:40:55 2026,4958,7.0
Fri Apr  3 19:40:55 2026,4966,8.0
Fri Apr  3 19:40:55 2026,4973,7.0
Fri Apr  3 19:40:56 2026,4979,6.0
Fri Apr  3 19:40:56 2026,4986,7.0
Fri Apr  3 19:40:56 2026,4992,6.0
Fri Apr  3 19:40:56 2026,4998,6.0
Fri Apr  3 19:40:56 2026,5004,6.0
Fri Apr  3 19:40:56 2026,5010,6.0
Fri Apr  3 19:40:56 2026,5016,6.0
Fri Apr  3 19:40:56 2026,5022,6.0
Fri Apr  3 19:40:56 2026,5028,6.0
Fri Apr  3 19:40:57 2026,5035,7.0
Fri Apr  3 19:40:57 2026,5041,6.0
Fri Apr  3 19:40:57 2026,5048,7.0
Fri Apr  3 19:40:57 2026,5055,7.0
Fri Apr  3 19:40:57 2026,5062,7.0
Fri Apr  3 19:40:57 2026,5069,7.0
Fri Apr  3 19:40:57 2026,5075,6.0
Fri Apr  3 19:40:57 2026,5081,6.0
Fri Apr  3 19:40:57 2026,5087,6.0
Fri Apr  3 19:40:58 2026,5093,6.0
Fri Apr  3 19:40:58 2026,5100,7.0
Fri Apr  3 19:40:58 2026,5106,6.0
Fri Apr  3 19:40:58 2026,5113,7.0
Fri Apr  3 19:40:58 2026,5119,6.0
Fri Apr  3 19:40:58 2026,5125,6.0
Fri Apr  3 19:40:58 2026,5130,5.0
Fri Apr  3 19:40:58 2026,5135,5.0
Fri Apr  3 19:40:58 2026,5140,5.0
Fri Apr  3 19:40:59 2026,5145,5.0
Fri Apr  3 19:40:59 2026,5151,6.0
Fri Apr  3 19:40:59 2026,5156,5.0
Fri Apr  3 19:40:59 2026,5161,5.0
Fri Apr  3 19:40:59 2026,5167,6.0
Fri Apr  3 19:40:59 2026,5173,6.0
Fri Apr  3 19:40:59 2026,5179,6.0
Fri Apr  3 19:40:59 2026,5185,6.0
Fri Apr  3 19:40:59 2026,5190,5.0
Fri Apr  3 19:41:00 2026,5195,5.0
Fri Apr  3 19:41:00 2026,5200,5.0
Fri Apr  3 19:41:00 2026,5205,5.0
Fri Apr  3 19:41:00 2026,5210,5.0
Fri Apr  3 19:41:00 2026,5215,5.0
Fri Apr  3 19:41:00 2026,5220,5.0
Fri Apr  3 19:41:00 2026,5225,5.0
Fri Apr  3 19:41:00 2026,5231,6.0
Fri Apr  3 19:41:00 2026,5236,5.0
Fri Apr  3 19:41:01 2026,5240,4.0
Fri Apr  3 19:41:01 2026,5248,8.0
Fri Apr  3 19:41:01 2026,5256,8.0
Fri Apr  3 19:41:01 2026,5264,8.0
Fri Apr  3 19:41:01 2026,5272,8.0
Fri Apr  3 19:41:01 2026,5280,8.0
Fri Apr  3 19:41:01 2026,5289,9.0
Fri Apr  3 19:41:01 2026,5299,10.0
Fri Apr  3 19:41:02 2026,5309,10.0
Fri Apr  3 19:41:02 2026,5319,10.0
Fri Apr  3 19:41:02 2026,5329,10.0
Fri Apr  3 19:41:02 2026,5339,10.0
Fri Apr  3 19:41:02 2026,5347,8.0
Fri Apr  3 19:41:02 2026,5356,9.0
Fri Apr  3 19:41:02 2026,5365,9.0
Fri Apr  3 19:41:02 2026,5375,10.0
Fri Apr  3 19:41:02 2026,5386,11.0
Fri Apr  3 19:41:03 2026,5397,11.0
Fri Apr  3 19:41:03 2026,5405,8.0
Fri Apr  3 19:41:03 2026,5414,9.0
Fri Apr  3 19:41:03 2026,5424,10.0
Fri Apr  3 19:41:03 2026,5432,8.0
Fri Apr  3 19:41:03 2026,5440,8.0
Fri Apr  3 19:41:03 2026,5448,8.0
Fri Apr  3 19:41:03 2026,5457,9.0
Fri Apr  3 19:41:03 2026,5466,9.0
Fri Apr  3 19:41:04 2026,5474,8.0
Fri Apr  3 19:41:04 2026,5482,8.0
Fri Apr  3 19:41:04 2026,5490,8.0
Fri Apr  3 19:41:04 2026,5498,8.0
Fri Apr  3 19:41:04 2026,5507,9.0
Fri Apr  3 19:41:04 2026,5514,7.0
Fri Apr  3 19:41:04 2026,5520,6.0
Fri Apr  3 19:41:04 2026,5526,6.0
Fri Apr  3 19:41:04 2026,5533,7.0
Fri Apr  3 19:41:05 2026,5540,7.0
Fri Apr  3 19:41:05 2026,5546,6.0
Fri Apr  3 19:41:05 2026,5555,9.0
Fri Apr  3 19:41:05 2026,5564,9.0
Fri Apr  3 19:41:05 2026,5572,8.0
Fri Apr  3 19:41:05 2026,5581,9.0
Fri Apr  3 19:41:05 2026,5590,9.0
Fri Apr  3 19:41:05 2026,5599,9.0
Fri Apr  3 19:41:05 2026,5608,9.0
Fri Apr  3 19:41:06 2026,5617,9.0
Fri Apr  3 19:41:06 2026,5626,9.0
Fri Apr  3 19:41:06 2026,5635,9.0
Fri Apr  3 19:41:06 2026,5644,9.0
Fri Apr  3 19:41:06 2026,5653,9.0
Fri Apr  3 19:41:06 2026,5662,9.0
Fri Apr  3 19:41:06 2026,5671,9.0
Fri Apr  3 19:41:06 2026,5680,9.0
Fri Apr  3 19:41:06 2026,5688,8.0
Fri Apr  3 19:41:07 2026,5696,8.0
Fri Apr  3 19:41:07 2026,5703,7.0
Fri Apr  3 19:41:07 2026,5710,7.0
Fri Apr  3 19:41:07 2026,5717,7.0
Fri Apr  3 19:41:07 2026,5724,7.0
Fri Apr  3 19:41:07 2026,5731,7.0
Fri Apr  3 19:41:07 2026,5738,7.0
Fri Apr  3 19:41:07 2026,5744,6.0
Fri Apr  3 19:41:07 2026,5751,7.0
Fri Apr  3 19:41:08 2026,5759,8.0
Fri Apr  3 19:41:08 2026,5767,8.0
Fri Apr  3 19:41:08 2026,5775,8.0
Fri Apr  3 19:41:08 2026,5783,8.0
Fri Apr  3 19:41:08 2026,5790,7.0
Fri Apr  3 19:41:08 2026,5797,7.0
Fri Apr  3 19:41:08 2026,5807,10.0
Fri Apr  3 19:41:08 2026,5816,9.0
Fri Apr  3 19:41:08 2026,5826,10.0
Fri Apr  3 19:41:09 2026,5835,9.0
Fri Apr  3 19:41:09 2026,5845,10.0
Fri Apr  3 19:41:09 2026,5854,9.0
Fri Apr  3 19:41:09 2026,5863,9.0
Fri Apr  3 19:41:09 2026,5872,9.0
Fri Apr  3 19:41:09 2026,5881,9.0
Fri Apr  3 19:41:09 2026,5890,9.0
Fri Apr  3 19:41:09 2026,5899,9.0
Fri Apr  3 19:41:09 2026,5908,9.0
Fri Apr  3 19:41:10 2026,5917,9.0
Fri Apr  3 19:41:10 2026,5926,9.0
Fri Apr  3 19:41:10 2026,5935,9.0
Fri Apr  3 19:41:10 2026,5944,9.0
Fri Apr  3 19:41:10 2026,5953,9.0
Fri Apr  3 19:41:10 2026,5962,9.0
Fri Apr  3 19:41:10 2026,5971,9.0
Fri Apr  3 19:41:10 2026,5980,9.0
Fri Apr  3 19:41:10 2026,5989,9.0
Fri Apr  3 19:41:11 2026,5998,9.0
Fri Apr  3 19:41:11 2026,6007,9.0
Fri Apr  3 19:41:11 2026,6016,9.0
Fri Apr  3 19:41:11 2026,6025,9.0
Fri Apr  3 19:41:11 2026,6034,9.0
Fri Apr  3 19:41:11 2026,6042,8.0
Fri Apr  3 19:41:11 2026,6050,8.0
Fri Apr  3 19:41:11 2026,6059,9.0
Fri Apr  3 19:41:11 2026,6067,8.0
Fri Apr  3 19:41:12 2026,6077,10.0
Fri Apr  3 19:41:12 2026,6086,9.0
Fri Apr  3 19:41:12 2026,6095,9.0
Fri Apr  3 19:41:12 2026,6105,10.0
Fri Apr  3 19:41:12 2026,6115,10.0
Fri Apr  3 19:41:12 2026,6125,10.0
Fri Apr  3 19:41:12 2026,6135,10.0
Fri Apr  3 19:41:12 2026,6144,9.0
Fri Apr  3 19:41:12 2026,6153,9.0
Fri Apr  3 19:41:13 2026,6160,7.0
Fri Apr  3 19:41:13 2026,6167,7.0
Fri Apr  3 19:41:13 2026,6175,8.0
Fri Apr  3 19:41:13 2026,6182,7.0
Fri Apr  3 19:41:13 2026,6190,8.0
Fri Apr  3 19:41:13 2026,6198,8.0
Fri Apr  3 19:41:13 2026,6206,8.0
Fri Apr  3 19:41:13 2026,6214,8.0
Fri Apr  3 19:41:13 2026,6222,8.0
Fri Apr  3 19:41:14 2026,6230,8.0
Fri Apr  3 19:41:14 2026,6238,8.0
Fri Apr  3 19:41:14 2026,6245,7.0
Fri Apr  3 19:41:14 2026,6253,8.0
Fri Apr  3 19:41:14 2026,6260,7.0
Fri Apr  3 19:41:14 2026,6267,7.0
Fri Apr  3 19:41:14 2026,6274,7.0
Fri Apr  3 19:41:14 2026,6281,7.0
Fri Apr  3 19:41:14 2026,6290,9.0
Fri Apr  3 19:41:15 2026,6297,7.0
Fri Apr  3 19:41:15 2026,6305,8.0
Fri Apr  3 19:41:15 2026,6313,8.0
Fri Apr  3 19:41:15 2026,6320,7.0
Fri Apr  3 19:41:15 2026,6327,7.0
Fri Apr  3 19:41:15 2026,6334,7.0
Fri Apr  3 19:41:15 2026,6341,7.0
Fri Apr  3 19:41:15 2026,6348,7.0
Fri Apr  3 19:41:15 2026,6356,8.0
Fri Apr  3 19:41:15 2026,6364,8.0
Fri Apr  3 19:41:16 2026,6372,8.0
Fri Apr  3 19:41:16 2026,6380,8.0
Fri Apr  3 19:41:16 2026,6388,8.0
Fri Apr  3 19:41:16 2026,6396,8.0
Fri Apr  3 19:41:16 2026,6404,8.0
Fri Apr  3 19:41:16 2026,6412,8.0
Fri Apr  3 19:41:16 2026,6420,8.0
Fri Apr  3 19:41:16 2026,6428,8.0
Fri Apr  3 19:41:16 2026,6436,8.0
Fri Apr  3 19:41:17 2026,6444,8.0
Fri Apr  3 19:41:17 2026,6452,8.0
Fri Apr  3 19:41:17 2026,6460,8.0
Fri Apr  3 19:41:17 2026,6468,8.0
Fri Apr  3 19:41:17 2026,6476,8.0
Fri Apr  3 19:41:17 2026,6484,8.0
Fri Apr  3 19:41:17 2026,6492,8.0
Fri Apr  3 19:41:17 2026,6499,7.0
Fri Apr  3 19:41:17 2026,6506,7.0
Fri Apr  3 19:41:18 2026,6513,7.0
Fri Apr  3 19:41:18 2026,6520,7.0
Fri Apr  3 19:41:18 2026,6527,7.0
Fri Apr  3 19:41:18 2026,6535,8.0
Fri Apr  3 19:41:18 2026,6544,9.0
Fri Apr  3 19:41:18 2026,6550,6.0
Fri Apr  3 19:41:18 2026,6558,8.0
Fri Apr  3 19:41:18 2026,6567,9.0
Fri Apr  3 19:41:18 2026,6575,8.0
Fri Apr  3 19:41:19 2026,6582,7.0
Fri Apr  3 19:41:19 2026,6589,7.0
Fri Apr  3 19:41:19 2026,6597,8.0
Fri Apr  3 19:41:19 2026,6606,9.0
Fri Apr  3 19:41:19 2026,6615,9.0
Fri Apr  3 19:41:19 2026,6624,9.0
Fri Apr  3 19:41:19 2026,6633,9.0
Fri Apr  3 19:41:19 2026,6642,9.0
Fri Apr  3 19:41:19 2026,6651,9.0
Fri Apr  3 19:41:20 2026,6659,8.0
Fri Apr  3 19:41:20 2026,6667,8.0
Fri Apr  3 19:41:20 2026,6676,9.0
Fri Apr  3 19:41:20 2026,6685,9.0
Fri Apr  3 19:41:20 2026,6694,9.0
Fri Apr  3 19:41:20 2026,6703,9.0
Fri Apr  3 19:41:20 2026,6710,7.0
Fri Apr  3 19:41:20 2026,6718,8.0
Fri Apr  3 19:41:20 2026,6725,7.0
Fri Apr  3 19:41:21 2026,6732,7.0
Fri Apr  3 19:41:21 2026,6739,7.0
Fri Apr  3 19:41:21 2026,6746,7.0
Fri Apr  3 19:41:21 2026,6753,7.0
Fri Apr  3 19:41:21 2026,6761,8.0
Fri Apr  3 19:41:21 2026,6769,8.0
Fri Apr  3 19:41:21 2026,6777,8.0
Fri Apr  3 19:41:21 2026,6785,8.0
Fri Apr  3 19:41:21 2026,6793,8.0
Fri Apr  3 19:41:22 2026,6801,8.0
Fri Apr  3 19:41:22 2026,6809,8.0
Fri Apr  3 19:41:22 2026,6816,7.0
Fri Apr  3 19:41:22 2026,6823,7.0
Fri Apr  3 19:41:22 2026,6830,7.0
Fri Apr  3 19:41:22 2026,6837,7.0
Fri Apr  3 19:41:22 2026,6844,7.0
Fri Apr  3 19:41:22 2026,6851,7.0
Fri Apr  3 19:41:22 2026,6858,7.0
Fri Apr  3 19:41:23 2026,6865,7.0
Fri Apr  3 19:41:23 2026,6872,7.0
Fri Apr  3 19:41:23 2026,6878,6.0
Fri Apr  3 19:41:23 2026,6885,7.0
Fri Apr  3 19:41:23 2026,6891,6.0
Fri Apr  3 19:41:23 2026,6898,7.0
Fri Apr  3 19:41:23 2026,6904,6.0
Fri Apr  3 19:41:23 2026,6910,6.0
Fri Apr  3 19:41:23 2026,6918,8.0
Fri Apr  3 19:41:24 2026,6926,8.0
Fri Apr  3 19:41:24 2026,6933,7.0
Fri Apr  3 19:41:24 2026,6940,7.0
Fri Apr  3 19:41:24 2026,6947,7.0
Fri Apr  3 19:41:24 2026,6954,7.0
Fri Apr  3 19:41:24 2026,6960,6.0
Fri Apr  3 19:41:24 2026,6967,7.0
Fri Apr  3 19:41:24 2026,6975,8.0
Fri Apr  3 19:41:24 2026,6983,8.0
Fri Apr  3 19:41:25 2026,6991,8.0
Fri Apr  3 19:41:25 2026,6998,7.0
Fri Apr  3 19:41:25 2026,7005,7.0
Fri Apr  3 19:41:25 2026,7011,6.0
Fri Apr  3 19:41:25 2026,7017,6.0
Fri Apr  3 19:41:25 2026,7024,7.0
Fri Apr  3 19:41:25 2026,7031,7.0
Fri Apr  3 19:41:25 2026,7038,7.0
Fri Apr  3 19:41:25 2026,7043,5.0
Fri Apr  3 19:41:26 2026,7049,6.0
Fri Apr  3 19:41:26 2026,7056,7.0
Fri Apr  3 19:41:26 2026,7062,6.0
Fri Apr  3 19:41:26 2026,7069,7.0
Fri Apr  3 19:41:26 2026,7077,8.0
Fri Apr  3 19:41:26 2026,7084,7.0
Fri Apr  3 19:41:26 2026,7092,8.0
Fri Apr  3 19:41:26 2026,7100,8.0
Fri Apr  3 19:41:26 2026,7108,8.0
Fri Apr  3 19:41:27 2026,7116,8.0
Fri Apr  3 19:41:27 2026,7124,8.0
Fri Apr  3 19:41:27 2026,7132,8.0
Fri Apr  3 19:41:27 2026,7141,9.0
Fri Apr  3 19:41:27 2026,7150,9.0
Fri Apr  3 19:41:27 2026,7159,9.0
Fri Apr  3 19:41:27 2026,7167,8.0
Fri Apr  3 19:41:27 2026,7175,8.0
Fri Apr  3 19:41:27 2026,7183,8.0
Fri Apr  3 19:41:28 2026,7191,8.0
Fri Apr  3 19:41:28 2026,7199,8.0
Fri Apr  3 19:41:28 2026,7207,8.0
Fri Apr  3 19:41:28 2026,7215,8.0
Fri Apr  3 19:41:28 2026,7222,7.0
Fri Apr  3 19:41:28 2026,7228,6.0
Fri Apr  3 19:41:28 2026,7235,7.0
Fri Apr  3 19:41:28 2026,7242,7.0
Fri Apr  3 19:41:28 2026,7249,7.0
Fri Apr  3 19:41:29 2026,7256,7.0
Fri Apr  3 19:41:29 2026,7263,7.0
Fri Apr  3 19:41:29 2026,7270,7.0
Fri Apr  3 19:41:29 2026,7277,7.0
Fri Apr  3 19:41:29 2026,7284,7.0
Fri Apr  3 19:41:29 2026,7291,7.0
Fri Apr  3 19:41:29 2026,7298,7.0
Fri Apr  3 19:41:29 2026,7305,7.0
Fri Apr  3 19:41:29 2026,7312,7.0
Fri Apr  3 19:41:30 2026,7319,7.0
Fri Apr  3 19:41:30 2026,7326,7.0
Fri Apr  3 19:41:30 2026,7333,7.0
Fri Apr  3 19:41:30 2026,7340,7.0
Fri Apr  3 19:41:30 2026,7347,7.0
Fri Apr  3 19:41:30 2026,7353,6.0
Fri Apr  3 19:41:30 2026,7361,8.0
Fri Apr  3 19:41:30 2026,7368,7.0
Fri Apr  3 19:41:30 2026,7376,8.0
Fri Apr  3 19:41:31 2026,7383,7.0
Fri Apr  3 19:41:31 2026,7390,7.0
Fri Apr  3 19:41:31 2026,7397,7.0
Fri Apr  3 19:41:31 2026,7404,7.0
Fri Apr  3 19:41:31 2026,7411,7.0
Fri Apr  3 19:41:31 2026,7419,8.0
Fri Apr  3 19:41:31 2026,7427,8.0
Fri Apr  3 19:41:31 2026,7435,8.0
Fri Apr  3 19:41:31 2026,7442,7.0
Fri Apr  3 19:41:32 2026,7449,7.0
Fri Apr  3 19:41:32 2026,7456,7.0
Fri Apr  3 19:41:32 2026,7464,8.0
Fri Apr  3 19:41:32 2026,7471,7.0
Fri Apr  3 19:41:32 2026,7478,7.0
Fri Apr  3 19:41:32 2026,7485,7.0
Fri Apr  3 19:41:32 2026,7491,6.0
Fri Apr  3 19:41:32 2026,7497,6.0
Fri Apr  3 19:41:32 2026,7503,6.0
Fri Apr  3 19:41:33 2026,7509,6.0
Fri Apr  3 19:41:33 2026,7515,6.0
Fri Apr  3 19:41:33 2026,7521,6.0
Fri Apr  3 19:41:33 2026,7527,6.0
Fri Apr  3 19:41:33 2026,7533,6.0
Fri Apr  3 19:41:33 2026,7539,6.0
Fri Apr  3 19:41:33 2026,7545,6.0
Fri Apr  3 19:41:33 2026,7551,6.0
Fri Apr  3 19:41:33 2026,7558,7.0
Fri Apr  3 19:41:34 2026,7565,7.0
Fri Apr  3 19:41:34 2026,7571,6.0
Fri Apr  3 19:41:34 2026,7578,7.0
Fri Apr  3 19:41:34 2026,7586,8.0
Fri Apr  3 19:41:34 2026,7593,7.0
Fri Apr  3 19:41:34 2026,7599,6.0
Fri Apr  3 19:41:34 2026,7606,7.0
Fri Apr  3 19:41:34 2026,7612,6.0
Fri Apr  3 19:41:34 2026,7618,6.0
Fri Apr  3 19:41:35 2026,7624,6.0
Fri Apr  3 19:41:35 2026,7630,6.0
Fri Apr  3 19:41:35 2026,7636,6.0
Fri Apr  3 19:41:35 2026,7642,6.0
Fri Apr  3 19:41:35 2026,7648,6.0
Fri Apr  3 19:41:35 2026,7655,7.0
Fri Apr  3 19:41:35 2026,7661,6.0
Fri Apr  3 19:41:35 2026,7668,7.0
Fri Apr  3 19:41:35 2026,7675,7.0
Fri Apr  3 19:41:36 2026,7682,7.0
Fri Apr  3 19:41:36 2026,7689,7.0
Fri Apr  3 19:41:36 2026,7695,6.0
Fri Apr  3 19:41:36 2026,7701,6.0
Fri Apr  3 19:41:36 2026,7707,6.0
Fri Apr  3 19:41:36 2026,7713,6.0
Fri Apr  3 19:41:36 2026,7720,7.0
Fri Apr  3 19:41:36 2026,7726,6.0
Fri Apr  3 19:41:36 2026,7733,7.0
Fri Apr  3 19:41:37 2026,7739,6.0
Fri Apr  3 19:41:37 2026,7745,6.0
Fri Apr  3 19:41:37 2026,7750,5.0
Fri Apr  3 19:41:37 2026,7755,5.0
Fri Apr  3 19:41:37 2026,7760,5.0
Fri Apr  3 19:41:37 2026,7765,5.0
Fri Apr  3 19:41:37 2026,7771,6.0
Fri Apr  3 19:41:37 2026,7776,5.0
Fri Apr  3 19:41:37 2026,7781,5.0
Fri Apr  3 19:41:38 2026,7787,6.0
Fri Apr  3 19:41:38 2026,7793,6.0
Fri Apr  3 19:41:38 2026,7799,6.0
Fri Apr  3 19:41:38 2026,7805,6.0
Fri Apr  3 19:41:38 2026,7810,5.0
Fri Apr  3 19:41:38 2026,7815,5.0
Fri Apr  3 19:41:38 2026,7820,5.0
Fri Apr  3 19:41:38 2026,7825,5.0
Fri Apr  3 19:41:38 2026,7830,5.0
Fri Apr  3 19:41:39 2026,7835,5.0
Fri Apr  3 19:41:39 2026,7840,5.0
Fri Apr  3 19:41:39 2026,7845,5.0
Fri Apr  3 19:41:39 2026,7851,6.0
Fri Apr  3 19:41:39 2026,7856,5.0
Fri Apr  3 19:41:39 2026,7860,4.0
Fri Apr  3 19:41:39 2026,7868,8.0
Fri Apr  3 19:41:39 2026,7876,8.0
Fri Apr  3 19:41:39 2026,7884,8.0
Fri Apr  3 19:41:40 2026,7892,8.0
Fri Apr  3 19:41:40 2026,7900,8.0
Fri Apr  3 19:41:40 2026,7909,9.0
Fri Apr  3 19:41:40 2026,7919,10.0
Fri Apr  3 19:41:40 2026,7929,10.0
Fri Apr  3 19:41:40 2026,7939,10.0
Fri Apr  3 19:41:40 2026,7949,10.0
Fri Apr  3 19:41:40 2026,7959,10.0
Fri Apr  3 19:41:40 2026,7967,8.0
Fri Apr  3 19:41:41 2026,7976,9.0
Fri Apr  3 19:41:41 2026,7985,9.0
Fri Apr  3 19:41:41 2026,7995,10.0
Fri Apr  3 19:41:41 2026,8006,11.0
Fri Apr  3 19:41:41 2026,8017,11.0
Fri Apr  3 19:41:41 2026,8025,8.0
Fri Apr  3 19:41:41 2026,8034,9.0
Fri Apr  3 19:41:41 2026,8044,10.0
Fri Apr  3 19:41:41 2026,8052,8.0
Fri Apr  3 19:41:42 2026,8060,8.0
Fri Apr  3 19:41:42 2026,8068,8.0
Fri Apr  3 19:41:42 2026,8077,9.0
Fri Apr  3 19:41:42 2026,8086,9.0
Fri Apr  3 19:41:42 2026,8094,8.0
Fri Apr  3 19:41:42 2026,8102,8.0
Fri Apr  3 19:41:42 2026,8110,8.0
Fri Apr  3 19:41:42 2026,8118,8.0
Fri Apr  3 19:41:42 2026,8127,9.0
Fri Apr  3 19:41:43 2026,8134,7.0
Fri Apr  3 19:41:43 2026,8140,6.0
Fri Apr  3 19:41:43 2026,8146,6.0
Fri Apr  3 19:41:43 2026,8153,7.0
Fri Apr  3 19:41:43 2026,8160,7.0
Fri Apr  3 19:41:43 2026,8166,6.0
Fri Apr  3 19:41:43 2026,8175,9.0
Fri Apr  3 19:41:43 2026,8184,9.0
Fri Apr  3 19:41:43 2026,8192,8.0
Fri Apr  3 19:41:44 2026,8201,9.0
Fri Apr  3 19:41:44 2026,8210,9.0
Fri Apr  3 19:41:44 2026,8219,9.0
Fri Apr  3 19:41:44 2026,8228,9.0
Fri Apr  3 19:41:44 2026,8237,9.0
Fri Apr  3 19:41:44 2026,8246,9.0
Fri Apr  3 19:41:44 2026,8255,9.0
Fri Apr  3 19:41:44 2026,8264,9.0
Fri Apr  3 19:41:44 2026,8273,9.0
Fri Apr  3 19:41:45 2026,8282,9.0
Fri Apr  3 19:41:45 2026,8291,9.0
Fri Apr  3 19:41:45 2026,8300,9.0
Fri Apr  3 19:41:45 2026,8308,8.0
Fri Apr  3 19:41:45 2026,8316,8.0
Fri Apr  3 19:41:45 2026,8323,7.0
Fri Apr  3 19:41:45 2026,8330,7.0
Fri Apr  3 19:41:45 2026,8337,7.0
Fri Apr  3 19:41:45 2026,8344,7.0
Fri Apr  3 19:41:46 2026,8351,7.0
Fri Apr  3 19:41:46 2026,8358,7.0
Fri Apr  3 19:41:46 2026,8364,6.0
Fri Apr  3 19:41:46 2026,8371,7.0
Fri Apr  3 19:41:46 2026,8379,8.0
Fri Apr  3 19:41:46 2026,8387,8.0
Fri Apr  3 19:41:46 2026,8395,8.0
Fri Apr  3 19:41:46 2026,8403,8.0
Fri Apr  3 19:41:46 2026,8410,7.0
Fri Apr  3 19:41:47 2026,8417,7.0
Fri Apr  3 19:41:47 2026,8427,10.0
Fri Apr  3 19:41:47 2026,8436,9.0
Fri Apr  3 19:41:47 2026,8446,10.0
Fri Apr  3 19:41:47 2026,8455,9.0
Fri Apr  3 19:41:47 2026,8465,10.0
Fri Apr  3 19:41:47 2026,8474,9.0
Fri Apr  3 19:41:47 2026,8483,9.0
Fri Apr  3 19:41:47 2026,8492,9.0
Fri Apr  3 19:41:48 2026,8501,9.0
Fri Apr  3 19:41:48 2026,8510,9.0
Fri Apr  3 19:41:48 2026,8519,9.0
Fri Apr  3 19:41:48 2026,8528,9.0
Fri Apr  3 19:41:48 2026,8537,9.0
Fri Apr  3 19:41:48 2026,8546,9.0
